,description,note
1261,Odeur huile essentielles tres forte dans la chambre qui est petite mais bien agencee Qualite des couettes de lit tres mauvaise tres mauvais oreillers a ce prix des draps et bons oreillers seraient les bienvenus salle de bains pas de oare douche vous arrosez les sols a volonte Acceuil tres moyen je n y retounerai pas,4
1262,Hotel à la joli déco très bien situé à deux pas des champs Elysées seul bémol la taille de la TV indécente pour ce type dhôtel,8
1263,Hôtel accueillant avec personnel aux petits soins nous y étions pour la réouverture et les seuls clients au restaurant Bons plats végétariens et super desserts Hôtel idéalement situé vers les Champs Elysées,10
1264,Très bel établissement bonne literie impossible de régler la climatisation sur le mode chaud et le personnel d’entretient est assez bruyant donc pas de grasse matinée sinon il a très bon emplacement et la réception est très sympathique,8
1265,"Bel hôtel bien rénové Regret cependant de ne pas avoir de WC séparés de la salle de bain Chambre petite mais impeccable agencée avec goût et sobriété Attention lhôtel ne dispose pas de parking il est cependant très proche  mn à pied  dun parking public   €  h ",10
1266,Une nuit à l’hôtel pour un concert au stade de France ,10
1267,Contrairement aux photos nous avons reçu une chambre vieillotte des années  au troisième étage avec deux étages sans ascenseur mais un escalier en colimaçon Totalement inadéquat quand on a des valises Malgré la demande de changement de chambre rien na pu être fait car l’hôtel était complet Le personnel de la réception ne sest pas du tout inquiété de notre mécontentement Très mauvaise expérience,2
1268,Accueil franchement pas agréable ni pour moi ni pour les autres clients que jai vu autour un hall dentrée délabré un ascenseur sale une chambre minuscule le minimum possible de doses de thé et café deux tous petits oreillers La seule bonne nouvelle est que la chambre était calme et le lit comfortable mais toute lexpérience était très bas de game et pas du tout en accord avec la présentation qui est faite de cet hôtel sur la page Expedia Décevant,6
1269,Week end en amoureux très sympa hôtel super bien placé ,8
1270,Séjour agréable une chambre très spacieuse et un emplacement avantageux ,10
1271,Super hôtel  Personnelle courtois et serviable Service impeccable Emplacement parfait pour visiter Paris,10
1272,Hotel fabuleux Super accueil A recommander Petit déjeuner très bien,10
1273,Excellent séjour une nuit Possibilité de fumer sur le balcon Personnel très sympathique,10
1274,Excellent emplacement exceptionnel dans le triangle d’or Personnel très accueillant chambre exceptionnelle Hôtel parfait,10
1275,Toutes les personnes a laccueil sont très agréables et Ben est particulièrement sympa  Les chambres sont petites mais ok pour un maximum de  ou  jours,10
1276,très bon accueil chambre petite mais confortable avec plein de petites attentions pour y donner de la chaleur Bon petit déjeuner avec du choix et son service convivial souriant bon enfant même sil nest pas très professionnel Peutêtre que labsence de sucre de petite cuillère et de confiture sur la table est faite volontairement pour éviter de manger trop de sucre dans ce cas MERCI encore,10
1277,Accueil très chaleureux chambre propre  restaurant sympa en face ,10
1278,En soit létablissement est correct et bien situé  Le problème est que lascenceur est tombé en panne et nous avons du prendre lescalier pendant les deux derniers jours de notre séjour et nous étions au eme   Ce sont des choses qui arrivent mais rien nous a été proposé comme dédomagement même pas la taxe de séjour quon nous a réclamée ,6
1279,Dommage que le petit déjeuner soit trop tard h pour un départ à h Sinon séjour confortable ,10
1280,Hôtel bien situé géographiquement pour accéder au centre de Paris en transport en commun ou à pied excellent accueil du personnel Personne avec sommeil fragile sabstenir borde une avenue très passante même la nuit ,8
1281,Très petite chambre  non climatisée mais près des jardins du Luxembourg et du Metro,8
1282,Un personnel de jour très professionnel et gentil Mais le claquement des portes de chambres trop dérangeant et bruyant Clientèle peu respectueuse des autres clients,6
1283,Muito bom atendimento parabéns ,10
1284,séjour parfait en plein centre de Paris dans ce bel hôtel Richepanse de taille humaine et joliment décoré,10
1285,Lhôtel nous a prévenu de sa fermeture la veille de la réservation pour cause dinsuffisance de réservations mais a été très efficace pour nous trouver un hotel de remplacement de catégorie équivalente à proximité et sans aucun supplément,10
1286,Hôtel très bien situé à  pas de lEglise de la Madeleine,10
1287,Bien situé près de la place concorde et des Champs Elisées,10
1288,séjour fantastique hotel CitizenM toujours aussi top les prestation super petit déjeuner copieux et prestation idéale,10
1289,Ouii je reviendrais ,8
1290,Hôtel très confortable et propre La proximité de la Gare de Lyon est un plus  ,10
1291,Hotel de charme en plein centre ville et à deux pas du sacrée coeur Mais chambre petite sdb minuscule et tout sauf moderne Insonorisation inexistante,6
1292,Très bon accueil Dans un hôtel où on se sent comme chez sfpiA noter quartier trèsbien doté en restaurants de qualité,10
1293,Petit hôtel sympa Salle de bain un peu petite ,10
1294,Un accueil chaleureux des chambre charmante le propreté est irréprochable  Le petit déjeuner à € est copieux tout est frais  Café ou thé à disposition toute la journée  La direction est toujours à l’écoute  Joli hôtel à recommander avec des photos en noir et blanc de sacha guitry ret pleins d’acteurs  ,10
1295,Hôtel sympathique chambres assez petites mais bien décorées,10
1296,Très près du RER et agréable pour marcher au jardin du Luxembourg et magasinermanger rue Soufflot ou Place de la Sorbonne,8
1297,L’établissement est situé près de tout et le personnel est vraiment à l’écoute et sympathique,8
1298,Je suis venue  nuits ma chambre était minuscule insonorisée et mal équipée  Pour  je considère cela comme une arnaque,4
1299,Hôtel bien situé  Calme propre literie confortable ,10
1300,original et personnels agréables et très bien placé,10
1301,prestations décevantes Hôtel vieillot Nombreux bruits de tuyauterie ou autres,4
1302,merveilleux hôtel avec des gens attentifs à vos désirs Adresse à retenir,10
1303,"Quartier magnifique Chambre grande et tranquille",8
1304,Hôtel très bien situé et personnel accueillant Le style est un peu vieillissant ainsi que les chambres qui sont toutefois très propres,8
1305,Une soirée étape à Paris Hôtel dune très belle architecture Très bien situé Très calme Service excellent,10
1306,Bien situé très calme personnel prévenant,10
1307,Bon séjour dans cet hotel létablissement est bien placé et le personnel accueillant et à lécoute Petit bémol concernant lentretien les finitions intérieures sont à revoir papiers peints etc,8
1308,Dommage que les communs de cet hotel soient si peu entretenus et accueillants  lentrée extérieurele hall dentrée les couloirs conduisant aux chambres lascenceur sont à la limite de la propreté Dommage car la chambre et la salle de bain sont nickel  propres déco sympa confortables bien équipées Et laccueil impeccable,6
1309,Pas de parking,4
1310,Séjour très agréable même si la petite taille de la chambre faire un peu « tiquer » au regard du prix Un bémol   l’accueil du petit déjeuner était catastrophique Une seule personne pour accueillir les hôtes dans un espace très exigu Elle était débordée   pas le temps de débarrasser d’accueillir de servir même le minimum Après mn d’attente j’ai du réclamer assiette et couverts que l’on m’a donnés en cuisine pas de serviette disponible j’ai accepté le sopalin de l’évier… Bref à revoir,6
1311,Hôtel parfait pour un séjour en famille nous avons beaucoup aimé l’emplacement la déco le lavabo adapté à la taille des enfants les chambres communicantes et les petites attentions dans la chambre À recommander pour un séjour en famille ,10
1312,Hôtel très bien situé nous avons subit une alerte incendie à h du matin même si la direction nai pas responsable il serait bien que la direction communique quelques mots pour ses clients cest un minimum ,8
1313,Lhôtel est très bien situé géographiquement Le personnel est accueillant et serviable Bien que la chambre soit petite elle est confortable et décorée avec goût  Le petit déjeuner est servi sous forme de mini buffet avec de bons produits fruits frais viennoiseries,10
