,rating,description
1,8/10 Très bien,"Quand je suis arrivée dans le hall je ne pensais vraiment pas être dans le bon hôtel ! La décoration n’est vraiment pas digne d’un 4 étoiles : aucune cohérence, meubles anciens, vieilles guirlandes de Noël accrochées un peu partout…. les couloirs pour accéder aux chambres sont également vieillot Par contre les chambres sont propres Globalement à mon sens cet hôtel est plutôt un 3 étoiles "
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,
4,8/10 Très bien,"Dommage un peu bruyant côté rue , la télévision parallèle au lit  c’est pas une position habituelle pour un écran. Accueil très satisfaisant des employés. Le quartier est à éviter le soir "
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,Le personnel absolument génial !
7,10/10 Exceptionnel,
8,8/10 Très bien,"Hôtel à deux pas de la Gare du Nord au cœur d’un quartier multiculturel 
Check-in et out très rapides 
Chambre de taille parisienne à la propreté irréprochable 
Personnel très aimable "
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,"Nous avons adoré la location et le personnel. Ils étaient toujours souriants et à l'affut de ce que nous avions besoin. Excellent emplacement, excellent hôtel. Nous recommandons sans hésiter."
1,8/10 Très bien,
2,10/10 Exceptionnel,Très propre et personnels accueillants.
3,10/10 Exceptionnel,
4,8/10 Très bien,Top service mais sérieux bémol sur la literie ...
5,10/10 Exceptionnel,"En fait nous avons séjourné à l'Hôtel La Bourdonnais, le Tourville n'étant pas encore ouvert au moment de notre séjour. C'est un très bel hôtel, et compte tenu de la fréquentation encore faible, il nous a surclassé en chambre avec balcon et vue Tour Eiffel, une très bonne idée!"
6,10/10 Exceptionnel,
7,6/10 Bien,Super hôtel pour une première à paris mais qui a vite virer au cauchemar dans la chambre baignoire que j’ai pris exprès pour le bébé sauf que le premier soir on se fais couler un bain et là au bout de 5 min un tuyau qui lache  salle de bain et début chambre Inonder chambre disjoncter j’appelle le service arrive éponger comme il peuve la chambre moquette donc toujours mouiller on nous demande de ne plus nous servir de la baignoire que j’ai pris pour notre bébé de 1 mois et on nous laisse dans cette chambre on nous propose pas une autre chambre ou même si c’est complet mais je doute nous dire dessoler on est complet on peut pas vous changez de chambre non rien du tout on nous laisse dans cette chambre on a juste eu droit à eu assiette de 4 chocolats et une petite poche de 4 bonbons avec un mot dommage pour un premier séjour 
8,8/10 Très bien,
9,10/10 Exceptionnel,Hôtel chaleureux et magnifiquement situé
0,10/10 Exceptionnel,Tout était parfait. Un personnel très professionnel. Hôtel calme. 
1,8/10 Très bien,
2,10/10 Exceptionnel,"C'est la deuxième fois que je séjourne dans cet hôtel ; l'accueil est toujours aussi chaleureux et convivial. Le petit déjeuner suffit à remplir l'estomac pour la journée. Quant à l'emplacement, l'établissement est à deux pas de la ligne 4 et à 5 minutes de la gare de l'Est. "
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,"Hôtel très bien situé, mais assez bruyant. Une panoplie de restaurants à proximité . 
"
5,2/10 Médiocre,"Je ne comprends pas comment un hôtel de ce type reçoit une notation de 8,5 sur le site. La chambre était dans un état de saleté inacceptable, des tâches sur les draps. Une cabine de douche usagée qui trainait dans le couloir. A ce prix là c’est du vol !"
6,10/10 Exceptionnel,très bon accueil hôtel rénové avec simplicité mais propre et confortable très bien placé à quelques minutes de la république et proche de gare de l’est et gare du nord j’ai eu la chambre 603 au dernier étage vue sur les toits au calme et superbe bien éclairée par la lumière naturelle de la fenêtre et de celle de la salle de bain 
7,8/10 Très bien,
8,10/10 Exceptionnel,
9,8/10 Très bien,
0,4/10 Correct,Les chambres du rdc sont bruyants et mal insonorisés.
1,6/10 Bien,
2,10/10 Exceptionnel,
3,8/10 Très bien,
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,
7,8/10 Très bien,
8,8/10 Très bien,"Propre, bon rapport qualité /prix. 
Chambre un peu petite"
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,
1,8/10 Très bien,
2,8/10 Très bien,
3,6/10 Bien,"chambre petite. Mal insonorisée. beaucoup de bruit. On n'entend les voisins, les protes, le boulevard, les gens qui sortent du resto d'en face..."
4,8/10 Très bien,
5,6/10 Bien,"Nous étions un peu à l'étroit dans la chambre. Le lavabo était bouché !
Les travaux sur le trottoir étaient très bruyants...
"
6,10/10 Exceptionnel,
7,8/10 Très bien,"Nuité pour un voyage d'affaire, chambre pas très grande mais suffisante pour le besoin"
8,10/10 Exceptionnel,
9,10/10 Exceptionnel,
0,8/10 Très bien,
1,10/10 Exceptionnel,"Venue p0ur une visite ,très satisfait  a une prochaine fois. 
 DUBOIS J F 
"
2,10/10 Exceptionnel,
3,8/10 Très bien,Très bon séjour dans cet hotel bien situé. Personnel très accueillant.
4,8/10 Très bien,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,On est dan
7,10/10 Exceptionnel,"Très bel hôtel rénové, et surclassement lors de mon séjour. Personnel à l’écoute et réellement à votre service.
Je recommande ++"
8,8/10 Très bien,"Chambre propre avec jolie vue, accueil chaleureux 
Chambre un peu petite mais pas trop dérangeant
Personnel serviable"
9,10/10 Exceptionnel,"propre , bien , paratique "
0,10/10 Exceptionnel,"Literie de très bonne qualité, personnel très sympathique, très bon emplacement. "
1,8/10 Très bien,Établissement accueillant et chambre  propre et très bon état. La literie est parfaite. Le petit déjeuner est suffisamment  copieux.
2,10/10 Exceptionnel,Personnel très sympathique. Hotel très bien situé.
3,8/10 Très bien,"Chambre spacieuse agréable très propre
Personnel aimable et serviable
Emplacement formidable on peut tout voir à pieds ou presque 
J’y retournerai"
4,10/10 Exceptionnel,
5,8/10 Très bien,
6,10/10 Exceptionnel,
7,10/10 Exceptionnel,"On a choisi cet hôtel pour aller au théâtre de la comédie des boulevards (15minutes à pied) rue calme et proche de tout, magasin, resto..... cadre sympa et personnel accueillant... le lit est incroyable.... j adore le matelas ;)"
8,6/10 Bien,"Accueil correct : changement de chambre accepté pour un lit double, conseil sur restaurants et fer à disposition
Quelques reproches sur le parfum des chambres, deco à refaire et uniquement margarine au petit déjeuner relativement onereux"
9,8/10 Très bien,èsituation ideal pour visiter Paris accueil et propetè irreprochable dommage que en etant en travaux le resto est fermee  et le petit dejeuner en chambre n'est pas super !
0,10/10 Exceptionnel,"De l'arrivee au depart tout etait parfait
Merci"
1,10/10 Exceptionnel,
2,8/10 Très bien,
3,8/10 Très bien,"Hôtel bien situé, cosy, accueil professionnel.
Chambre agréable et suffisamment spacieuse.
"
4,10/10 Exceptionnel,
5,8/10 Très bien,"Un accueil parfait aussi bien de jour que de nuit. 
Chambre propre. Idéalement placé par rapport à la Gare Montparnasse."
6,10/10 Exceptionnel,"C'est ce que l'on appelle "" un hôtel de charme"".
Très bien situé, la salle de bains pourrait peut être être rafraîchie mais la chambre était vraiment grande.
Et qualité d'accueil irréprochable
À recommander !"
7,10/10 Exceptionnel,
8,8/10 Très bien,
9,8/10 Très bien,
0,8/10 Très bien,
1,6/10 Bien,"Cher pour cette chambre
Famille de 4, un lit double et deux lits type couchette qui laissent peu de place dans la chambre
Déco des chambres et communs qui commencent à dater "
2,10/10 Exceptionnel,
3,4/10 Correct,
4,8/10 Très bien,
5,10/10 Exceptionnel,Top
6,8/10 Très bien,Very central 
7,6/10 Bien,"Like so many reviewers before have pointed out, those stairs are no joke and the tiny elevator is pointless. I suggest you just approach them as a challenge. You only have to bring your luggage up once, when you check in. They put us on the top floor, so that was a workout, but this only enhanced our view. It is not a modern hotel, so be prepared to embrace her many charms. "
8,10/10 Exceptionnel,"El hotel es muy céntrico,  queda cerca de todo y el personal es muy atento. Lo pasamos bien y lo recomendamos."
9,8/10 Très bien,"Everything is good.. staff , location clean rooms etc.  hotel has a tiny elevator and some levels aren’t direct reachable. So quite tiresome to deal with heavy luggage.  "
0,10/10 Exceptionnel,"Accueil très sympathique, propreté irréprochable et bien situé "
1,10/10 Exceptionnel,"rue tranquille , des bons restos proche et a 10 min de marche de l'opera "
2,10/10 Exceptionnel,
3,8/10 Très bien,Bien placé. Un hôtel agréable à conseiller
4,6/10 Bien,
5,8/10 Très bien,Propre mais problème de climatisation. 
6,8/10 Très bien,"Très bon accueil, bon emplacement, chambre un peu bruyante car donnant sur la rue et fenêtre pas très isolante phoniquement. Bon et copieux petit déjeuner"
7,6/10 Bien,"Petit hôtel charmant avec des chambres rénovées. Par contre, la propreté de la chambre n’était pas au meilleur les planchers étaient sales. Aussi, la climatisation ne fonctionne qu’entre 9-10 h le matin jusqu’à 21 h le soir. Par la suite on vous laisse cuire dans votre chambre jusqu’au matin suivant, très désagréable pour dormir. "
8,10/10 Exceptionnel,
9,6/10 Bien,
0,10/10 Exceptionnel,"Idéalement situé, l’hôtel est très calme et le personnel est très sympa. Excellent rapport qualité prix. A recommander.
Marc
"
1,10/10 Exceptionnel,"Hôtel très bien situé, bon accueil, efficace. Bon rapport qualité prix. "
2,6/10 Bien,"Accueil très sympa et l'environnement est vivant et jeune. L'état de la chambre est très moyen, literie correcte mais  salle d'eau minimaliste , TV et Wifi ne fonctionnait pas ! Décoration ""vintage"""
3,6/10 Bien,
4,8/10 Très bien,"Accueil très sympathique et flexible. 
Un bar est situé en bas de l’hôtel ce qui m’a inquiétée à mon arrivée pour le bruit mais cela n’a pas posé de problème. Extrêmement bien situé et pratique."
5,4/10 Correct,"La chambre était vintage mais correcte.
Rien à dire sur la propreté,
En revanche les bruits de tuyauterie étaient très déplaisants et évidemment répétitifs.
La télévision ne fonctionnait pas, le wi-fi passait peu ou pas.
Personne à l'accueil de 19 h à 9 h."
6,10/10 Exceptionnel,Hôtel très bien coté qualité prix. Très bien situé à quelques pas du métro. Le quartier de Montmartre est super!! Nous avons passé un très bon séjour à cet hôtel.
7,10/10 Exceptionnel,"Hôtel très propre ,Accueil chaleureux Emplacement en plein cœur du 18ème Montmartre À deux pas du sacré -cœur et des abesses !le top."
8,6/10 Bien,"Sa localisation est très bien.
En revanche les equipments sanitaires étaient défectueux : ex, porte de douche qui ne ferme pad"
9,10/10 Exceptionnel,"Le personnel a été très accueillant et a répondu à toutes nos demandes. La chambre était conforme à nos attentes, en très bon état et propre."
0,10/10 Exceptionnel,"Já fiquei em vários hotéis em Paris e todos são pequenos. Este não foge a regra, mas o pouco espaço é muito bem aproveitado e a decoracao é moderna chique. Atendimento muito bom. Recomendo fortemente."
1,10/10 Exceptionnel, Le personnel est sympathique et professionnel.
2,8/10 Très bien,
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,"
Très bel hôtel
 Bien placé
 Personnel  très sympathique et petit déjeuner au top !!
Aucun bruit dans l’hôtel très bonne literie
juste un petit bémol au niveau de l’isolation des fenêtres il serait bien de mettre quelque chose entre le chambranle et le contour de la fenêtre afin d’ empêcher le bruit extérieure et le froid de rentrer"
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,"Charmant petit hôtel, très bien situé dans un beau quartier à deux pas du Louvre et de la Seine!"
7,10/10 Exceptionnel,"Room was lovely, the staff was extremely helpful and a pleasure to interact with. Looking forward to another stay in February."
8,8/10 Très bien,"Good location but very busy area, a little loud at night "
9,4/10 Correct,"The rooms are very small, the service is different from time to time depending on the person on the counter.

It was ok, i will never do it again because i have seen better choices for the next time "
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,"Notre sejour était parfait. L'hotel est très central, a proximité immédiate des transports, restaurants, commerces et autres services touristiques. L'hôtel est charmant, decoré avec goût et le personnel est tres acceuillant et serviable. Un super point pour la baggargerie qui nous a grandement facilité notre sejour.  "
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,Chambre au 6e un peu exigüe... côté rue mal insonorisé. On peut faire chauffer de l'eau mais des sachets de thé ou de café seraient bienvenus... 
6,10/10 Exceptionnel,"Petite suggestion : prévoir une prise électrique à la tête du lit ...
"
7,10/10 Exceptionnel,
8,8/10 Très bien,Perfekt 👌
9,10/10 Exceptionnel,
0,8/10 Très bien,
1,10/10 Exceptionnel,
2,6/10 Bien,"L’un des hôtels les plus spartiates que j’ai pu faire à Paris. Une chambre très petite, très (trop) chaude, accolée à un ascenseur (bruyant) et dont les équipements sont vieillots.
Je ne reviendrai pas.
L’emplacement est quant à lui idéal mais ça ne suffit pas. "
3,10/10 Exceptionnel,
4,8/10 Très bien,"Chouette hôtel , la chambre était petite mais confortable. La salle de bain toute petite mais bien agencée par contre la propreté de la douche n était pas acceptable pour un hôtel comme ça . "
5,10/10 Exceptionnel,"Accueil chaleureux et détendu, ""comme à la maison"", de toutes les personnes rencontrées, petit déjeuner copieux et servi jusque tard, chambre confortable et bien insonorisée (sdb petite, mais classique à Paris), nous avons beaucoup apprécié notre séjour"
